 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
+  7442.10 |    7442.110  Ca I      1342753052      6  4.9E-07  -0.3 0/0 4D
+  7442.10 |    7442.160  Ca I      1342754081      6  4.9E-07  -2.3 0/0 4D
+  7442.10 |    7442.160  Ca I      1342764368      6  4.9E-07  -2.3 0/0 4D
+  7442.10 |    7442.200  Ca I      1342774695      6  4.8E-07  -3.9 0/0 4D
+  7442.39 |    7442.490$ Ni II     1880682813      6  3.0E-06  -4.2 0/0 3B
+  7442.10 |    7442.240  Ca I      1342762305      6  4.9E-07  -5.5 0/0 4D
+  7442.10 |    7442.320  Ca I      1342761280      6  4.9E-07  -8.7 0/0 5 
+  7442.39 |    7442.621  N  I       469836823    263  6.5E-05  -9.5 2/0 5 
+  7442.10 |    7442.350  Ca I      1342752026      6  4.9E-07 -10.0 0/0 5 
   7442.10 |    7442.450  Ca I      1342775729      6  4.8E-07 -14.0 0/0 6 
   7442.10 |    7442.500  Ca I      1342773672      6  4.8E-07 -16.0 0/0 6 
   7442.10 |    7442.540  Ca I      1342772612      6  4.9E-07 -17.6 0/0 6 
   7442.38 |    7442.880  Mn I      1678220499      6  1.2E-07 -20.3 4/0 9 
   7442.10 |    7442.610  Ca I      1342771582      6  4.9E-07 -20.4 0/0 7 
   7442.10 |    7442.620  Ca I      1342598159      6  1.8E-06 -20.8 0/0 6 
   7442.10 |    7442.640  Ca I      1342745868      6  4.9E-07 -21.6 0/0 7 
   7442.38 |    7443.000  Al I       872544345      4  1.6E-06 -25.2 1/0 8 
   7442.37 |    7443.000$ O  III     539150473      4  5.6E-06 -25.5 0/0 7 
   7442.38 |    7443.022  Fe I      1745051740      8  5.0E-05 -26.1 5/1 7  7307.931 -33.4
   7442.38 |    7443.060 [V  II]    1544605708     54  5.5E-05 -27.6 1/0 7 
   7442.10 |    7442.810  Ca I      1342712989      6  5.2E-07 -28.5 0/0 8 
   7442.37 |    7443.100  O  V       541115439    261  1.3E-05 -29.5 2/0 8 
   7442.37 |    7443.100 [Ni VI]    1884316685     53  5.5E-07 -29.5 2/0 * 
   7442.38 |    7443.160  Mn I      1678220500      6  1.2E-07 -31.6 4/0 * 
   7442.10 |    7442.890  Ca I      1342774699      6  4.8E-07 -31.7 0/0 8 
   7442.10 |    7442.900  Ca I      1342765399      6  4.9E-07 -32.1 0/0 8 
   7442.10 |    7442.970  Ca I      1342770555      6  4.9E-07 -34.9 0/0 8 
   7442.38 |    7443.249  Fe I]     1745288329     24  4.8E-07 -35.2 7/0 * 
   7442.39 |    7443.260  Ni II     1880326297      6  3.6E-06 -35.2 1/0 8 
   7442.10 |    7442.980  Ca I      1342759227      6  4.9E-07 -35.3 0/0 8 
   7442.10 |    7443.010  Ca I      1342736619      6  5.0E-07 -36.6 0/0 8 
   7442.39 |    7443.300  Si II]     940640281     21  2.3E-07 -36.8 1/0 9 
   7442.39 |    7443.300  V  II]    1544689747     21  9.6E-08 -36.8 1/0 9 
   7442.10 |    7443.020  Ca I      1342768488      6  4.9E-07 -37.0 0/0 8 
   7442.38 |    7443.300  S  I      1073857553    262  8.6E-06 -37.3 1/0 8 
   7442.39 |    7443.400 [Mn III]   1679903818     37  3.7E-07 -40.9 2/0 * 
   7442.39 |    7443.400  Si II      940665899    261  6.0E-05 -40.9 3/0 8 
   7442.10 |    7443.220  Ca I      1342773676      6  4.8E-07 -45.0 0/0 8 
   7442.39 |    7443.520  Fe II]    1746428252     22  1.5E-06 -45.7 */0 9 
   7442.10 |    7443.250  Ca I      1342769519      6  4.9E-07 -46.2 0/0 8 
   7442.39 |    7443.590  Fe II]    1746401615     22  1.6E-06 -48.5 7/1 8  7145.170 -55.2
   7442.10 |    7443.400  Ca I      1342753053      6  4.9E-07 -52.3 0/0 8 
   7442.10 |    7443.440  Ca I      1342595087      6  1.8E-06 -53.9 0/0 7 
   7442.10 |    7443.470  Ca I      1342774703      6  4.8E-07 -55.1 0/0 8 
   7442.10 |    7443.500  Ca I      1342560269      6  1.8E-06 -56.3 1/0 8 
   7442.39 |    7443.800$ N  II      471042156      5  3.6E-07 -57.0 0/0 8 
   7442.39 |    7443.820  Al II      873596972    262  4.9E-06 -57.8 0/0 7 
   7442.10 |    7443.610  Ca I      1342772616      6  4.9E-07 -60.7 0/0 8 
   7442.38 | >  7445.180 [Co II]    1813026832     38  1.9E-04-113.0 1/0 0<

Observed Line:  7456.44  8.7E-04  S/N:    16.92 FWHM:  40.9
+  7452.46 |    7452.540 [Fe II]    1745896455     38  3.7E-01  -3.2 4/1 2A 7155.160  -4.3
   7452.46 | >  7454.900 [Co II]    1813032991     54  7.2E-05 -98.2 5/0 0<

Observed Line:  7466.69  3.1E-04  S/N:     4.99 FWHM:  23.8
   7462.70 |    7461.777$ Fe I      1745542333      7  2.8E-05  37.3 0/0 8 
   7462.70 |    7462.290$ Fe I      1745599683      7  2.7E-05  16.7 0/0 6B
+  7462.70 |    7462.323  Fe I      1745526968      8  2.8E-05  15.3 */0 7D
+  7462.72 |    7462.407  Fe II     1745964083      7  2.1E-02  12.4 6/0 4A
+  7462.72 |    7462.900  Si II      940658730      5  6.0E-05  -7.4 2/0 6B
   7462.70 |    7463.510$ Si I       939725850      6  2.4E-05 -32.4 0/0 8 
   7462.70 |    7463.510 [Co II]    1813032993     38  7.2E-05 -32.4 4/0 * 
   7462.70 |    7463.980 [Cr II]    1611705354     54  8.6E-04 -51.3 6/0 9 
   7462.70 |    7464.294  Fe I      1745378464      8  3.0E-05 -63.9 */0 * 
   7462.43 |    7464.367 [Ni I]     1879058438     55  3.9E-05 -77.8 3/0 * 
   7462.72 | >  7465.900  Fe II     1746234601      6  2.5E-04-128.0 8/0 0<

Observed Line:  7472.35  4.4E-03  S/N:    18.51 FWHM:  39.7
   7468.37 |    7467.530$ Ni II     1880501467      6  3.1E-06  33.8 0/0 7 
   7468.09 |    7467.370  Ca I      1342756165      6  4.9E-07  28.9 0/0 8 
   7468.09 |    7467.430  Ca I      1342458892      6  1.8E-06  26.5 1/0 8 
   7468.35 |    7467.700 [Fe IV]    1747994633     37  6.0E-05  26.3 3/0 8 
   7468.09 |    7467.500  Ca I      1342762347      6  4.9E-07  23.6 0/0 7 
   7468.09 |    7467.510  Ca I      1342766507      6  4.9E-07  23.2 0/0 7 
   7468.09 |    7467.530  Ca I      1342757200      6  4.9E-07  22.4 0/0 7 
   7468.36 |    7467.826  Al I       872501270    263  2.6E-06  21.5 3/0 8 
   7468.36 |    7467.827  Fe I]     1745119348     24  7.1E-07  21.5 5/0 9 
   7468.35 |    7467.870$ Ne II      672458884      6  3.9E-07  19.4 0/0 7 
   7468.37 |    7467.900$ N  II      471039083      5  3.6E-07  19.0 0/0 7 
   7468.09 |    7467.620  Ca I      1342515213      6  1.8E-06  18.8 1/0 7 
   7468.09 |    7467.710  Ca I      1342744858      6  4.9E-07  15.2 0/0 6 
   7468.36 |    7468.029  Fe I]     1745287305     24  4.8E-07  13.3 */0 8 
+  7468.09 |    7467.820  Ca I      1342763390      6  4.9E-07  10.8 0/0 5 
+  7468.09 |    7467.950  Ca I      1342764428      6  4.9E-07   5.6 0/0 4B
+  7468.09 |    7467.980  Ca I      1342765466      6  4.9E-07   4.4 0/0 4B
+  7468.37 |    7468.312  N  I       469784584    263  9.2E-05   2.4 1/1 1A 7442.298   3.6
+  7468.09 |    7468.090  Ca I      1342766511      6  4.9E-07  -0.1 0/0 4B
+  7468.36 |    7468.430  Si I]      939721754     22  2.0E-07  -2.8 2/0 6 
+  7468.09 |    7468.160  Ca I      1342759263      6  4.9E-07  -2.9 0/0 4B
+  7468.36 |    7468.520 [V  II]    1544577028     38  1.3E-04  -6.4 5/1 4B 7411.900 -10.4
+  7468.37 |    7468.550$ P  II     1007779894      6  4.7E-07  -7.1 0/0 5 
+  7468.36 |    7468.540  P  I      1006779418      6  1.5E-07  -7.2 2/0 7 
+  7468.09 |    7468.390  Ca I      1342740743      6  5.0E-07 -12.1 0/0 5 
   7468.09 |    7468.520  Ca I      1342754112      6  4.9E-07 -17.3 0/0 6 
   7468.09 |    7468.600  Ca I      1342747946      6  4.9E-07 -20.6 0/0 7 
   7468.09 |    7468.640  Ca I      1342766513      6  4.9E-07 -22.2 0/0 7 
   7468.09 |    7468.670  Ca I      1342760296      6  4.9E-07 -23.4 0/0 7 
   7468.37 |    7469.000  Si II      940625943    261  6.6E-05 -25.2 3/0 8 
   7468.36 |    7469.000* S  I      1073914988    260  8.2E-06 -25.7 0/0 7 
   7468.09 |    7468.760  Ca I      1342765471      6  4.9E-07 -27.0 0/0 8 
   7468.37 |    7469.060  Fe II     1746318644      6  1.3E-04 -27.6 4/0 8 
   7468.37 |    7469.100  Si II      940624919    261  6.6E-05 -29.2 3/0 8 
   7468.36 |    7469.188  Fe I]     1745418402     24  3.6E-07 -33.2 5/0 * 
   7468.09 |    7468.960  Ca I      1342764432      6  4.9E-07 -35.0 0/0 8 
   7468.09 |    7469.010  Ca I      1342763394      6  4.9E-07 -37.0 0/0 8 
   7468.09 |    7469.020  Ca I      1342741772      6  4.9E-07 -37.4 0/0 8 
   7468.09 |    7469.020  Ca I      1342761323      6  4.9E-07 -37.4 0/0 8 
   7468.37 |    7469.400$ Ar I      1208166418      5  1.9E-06 -41.3 0/0 7 
   7468.36 |    7469.400 [V  II]    1544572931     38  1.3E-04 -41.7 7/0 8 
   7468.09 |    7469.160  Ca I      1342525455      6  1.8E-06 -43.0 0/0 7 
   7468.09 |    7469.230  Ca I      1342755141      6  4.9E-07 -45.9 0/0 8 
   7468.09 |    7469.250  Ca I      1342725325      6  5.1E-07 -46.7 0/0 8 
   7468.09 |    7469.250  Ca I      1342736633      6  5.0E-07 -46.7 0/0 8 
   7468.35 |    7469.530$ O  II      538094671      6  2.8E-06 -47.3 0/0 7 
   7468.09 |    7469.270  Ca I      1342762351      6  4.9E-07 -47.5 0/0 8 
   7468.36 |    7469.562$ Fe I      1745550526      7  2.8E-05 -48.2 0/0 6 
   7468.09 |    7469.440  Ca I      1342758235      6  4.9E-07 -54.3 0/0 8 
   7468.36 |    7469.767  Fe I      1745523895      7  2.8E-05 -56.5 4/0 8 
   7468.09 |    7469.500  Ca I      1342734577      6  5.0E-07 -56.7 0/0 8 
   7468.09 |    7469.530  Ca I      1342747947      6  4.9E-07 -57.9 0/0 8 
   7468.09 |    7469.560  Ca I      1342765475      6  4.9E-07 -59.1 0/0 8 
   7468.37 | >  7471.403  O  I       537065626    263  4.4E-04-121.7 4/0 0<

Observed Line:  7492.64  1.4E-04  S/N:     8.06 FWHM:  34.4
   7488.65 |    7487.920  Fe II]    1746294030     22  3.1E-06  29.3 */1 9  7451.470  40.3
   7488.65 |    7487.950  Fe II     1746296088      6  1.6E-04  28.1 5/0 8 
   7488.65 |    7487.950  Cr II     1612232041      6  1.3E-06  28.1 5/0 * 
   7488.37 |    7488.000  Ca I      1342689366      4  6.1E-07  14.7 0/0 6 
+  7488.63 |    7488.300  N  IV      473033832    261  1.2E-06  13.3 2/0 7 
+  7488.37 |    7488.110  Ca I      1342693476      6  5.8E-07  10.3 1/0 6 
+  7488.64 |    7488.484  Fe I      1745326227      8  3.1E-05   6.3 4/0 5 
+  7488.64 |    7488.697$ Ni I      1879122981      7  3.2E-06  -2.3 0/0 4B
+  7488.64 |    7488.855$ Fe I      1745548478      7  2.8E-05  -8.6 0/0 4B
+  7488.65 |    7488.872$ Ne I       671113222    648  6.0E-05  -8.8 0/0 3A
+  7488.64 |    7488.870 [Cr II]    1611722773     54  5.2E-04  -9.2 */1 4B 7500.520 -19.8
   7488.64 |    7489.210 [V  II]    1544608788     38  3.5E-05 -22.8 2/0 8 
   7488.64 |    7489.221$ Fe I      1745664202      7  2.7E-05 -23.2 0/0 6 
   7488.64 |    7489.268$ Ni I      1879314512      7  1.4E-06 -25.1 0/0 7 
   7488.65 |    7489.320$ Ni II     1880649009      6  3.1E-06 -26.8 0/0 7 
   7488.65 |    7489.320$ Ni II     1880677694      6  3.0E-06 -26.8 0/0 7 
   7488.64 |    7489.486$ Ni I      1879313488      7  1.4E-06 -33.9 0/0 8 
   7488.37 |    7489.230  Ca I      1342487565      6  1.8E-06 -34.6 1/0 9 
   7488.65 |    7489.540  Fe II     1746429288      6  1.1E-04 -35.6 6/0 8 
   7488.65 |    7489.550$ Ni II     1880681739      6  3.0E-06 -36.0 0/0 8 
   7488.65 |    7489.680$ Ni II     1880690966      6  3.0E-06 -41.2 0/0 8 
   7488.65 |    7489.790  Cr II     1612097831      6  1.7E-06 -45.6 7/0 * 
   7488.65 |    7490.120 [Cr III]   1612748827     38  1.7E-04 -58.8 6/0 8 
   7488.65 |    7490.130 [Mn III]   1679899703     54  9.8E-07 -59.2 2/0 * 
   7488.64 |    7490.157  Fe I      1745342619      8  3.0E-05 -60.7 9/0 9 
   7488.65 |    7490.190  Cr II     1612106025      6  1.7E-06 -61.6 1/0 9 
   7488.65 |    7490.230$ Ni II     1880652083      6  3.1E-06 -63.2 0/0 8 
   7488.65 |    7490.300  Mn II     1678942310      5  5.7E-06 -66.0 4/0 9 
   7488.65 |    7490.300  Si II      940664875    261  6.0E-05 -66.0 3/0 8 
   7488.65 | >  7492.000 [Fe III]   1746956313     52  2.7E-02-134.1 2/0 0<

Observed Line:  7504.03  2.2E-04  S/N:     3.59 FWHM:  23.0
   7500.04 |    7499.470 [Cr III]   1612753956     54  8.7E-05  22.6 4/0 7 
+  7500.04 |    7499.650  Ni II     1880482010      6  3.1E-06  15.4 1/0 6 
+  7499.75 |    7499.370  Ca I      1342437388      6  1.8E-06  15.2 1/0 6 
+  7500.04 |    7499.853* He I       134318088    263  1.0E-04   7.3 0/0 2A
+  7500.02 |    7499.927  Fe I]     1745071206     24  9.1E-07   3.9 1/0 5 
+  7500.02 |    7500.000  Mg II      806444117      3  6.2E-05   0.6 0/0 3B
+  7500.02 |    7500.072  Fe I      1745320078      8  3.1E-05  -1.9 2/0 5 
+  7500.04 |    7500.195$ Ar I      1208022029      8  1.9E-06  -6.4 0/0 4D
+  7500.04 |    7500.210 [Cr III]   1612748828     38  1.7E-04  -7.0 6/0 4D
+  7500.04 |    7500.460  Ni II     1880284268      6  4.1E-06 -17.0 1/0 6 
+  7500.04 |    7500.490  Ni II     1880811848      6  3.0E-06 -18.2 2/0 7 
   7500.02 |    7500.520 [Cr II]    1611721746     54  5.3E-04 -19.8 6/2 3B 7527.390 -26.3 7488.870  -9.2
   7500.04 |    7500.660$ Ar I      1208008714      6  1.9E-06 -25.0 0/0 6 
   7500.04 |    7500.770  Cr II     1612228970      6  1.3E-06 -29.4 6/0 9 
   7499.75 |    7500.530  Ca I      1342483471      6  1.8E-06 -31.2 0/0 7 
   7500.02 |    7500.920 [V  II]    1544608791     54  3.5E-05 -35.8 2/0 8 
   7500.02 |    7501.000  O  IV      540153952    260  9.1E-06 -39.4 2/0 * 
   7500.02 |    7501.108$ Fe I      1745592515      7  2.7E-05 -43.3 0/0 7 
   7500.04 |    7501.119  Fe II     1746168010      7  4.2E-04 -43.3 5/0 8 
   7500.02 |    7501.271  Fe I      1745046620      8  5.1E-05 -49.8 5/1 8  7307.931 -33.4
   7500.02 |    7501.356$ Fe I      1745656008      7  2.7E-05 -53.3 0/0 7 
   7500.02 |    7501.478  Fe I      1745440933      8  2.9E-05 -58.1 6/0 9 
   7500.02 |    7501.480 [Cr II]    1611721747     38  5.3E-04 -58.2 9/0 8 
   7500.02 |    7501.660 [Cr II]    1611704327     54  9.1E-04 -65.4 */0 8 
   7499.75 |    7501.520  Ca I      1342473229      6  1.8E-06 -70.8 1/0 9 
   7500.02 |    7501.849$ Ni I      1879306319      7  1.5E-06 -73.0 0/0 8 
   7500.04 |    7501.920  Mn II]    1678871617     22  1.1E-06 -75.4 1/0 9 
   7500.04 |    7501.950  Ni II     1880810824      6  3.0E-06 -76.6 2/0 * 
   7500.04 |    7502.120  Cr II     1612322214      6  1.0E-06 -83.4 5/0 * 
   7500.04 |    7502.300$ Ar I      1208245268      5  1.9E-06 -90.6 0/0 8 
   7500.04 | >  7504.235  Fe II     1746022494      7  3.5E-03-167.9 5/0 0<

Observed Line:  7517.45  1.9E-03  S/N:    19.34 FWHM:  40.7
   7513.45 |    7512.484  Fe II     1746320693      7  1.3E-04  38.5 4/0 8 
   7513.45 |    7512.740  Cr II     1611760699      6  1.4E-04  28.3 8/0 8 
   7513.44 |    7512.760$ Ni I      1879312464      7  1.4E-06  27.1 0/0 8 
   7513.43 |    7512.830  Ne III     673313893    262  7.8E-07  23.9 6/0 9 
   7513.16 |    7512.580  Ca I      1342745947      6  4.9E-07  23.3 0/0 7 
   7513.16 |    7512.750  Ca I      1342752135      6  4.9E-07  16.5 0/0 6 
+  7513.45 |    7513.161  Fe II     1746230503      7  2.6E-04  11.5 2/0 5 
+  7513.16 |    7512.980  Ca I      1342713005      6  5.2E-07   7.3 0/0 5 
+  7513.45 |    7513.300  Fe II     1746295061      6  1.6E-04   5.9 8/0 4A
+  7513.16 |    7513.100  Ca I      1342754219      6  4.9E-07   2.5 0/0 4A
+  7513.16 |    7513.170  Ca I      1342753176      6  4.9E-07  -0.3 0/0 4A
+  7513.16 |    7513.210  Ca I      1342469135      6  1.8E-06  -1.9 0/0 4A
+  7513.44 |    7513.620  Cr I      1610783810      6  8.3E-07  -7.3 */1 6  7629.590 -20.6
+  7513.16 |    7513.370  Ca I      1342430220      6  1.8E-06  -8.3 1/0 6 
+  7513.16 |    7513.430  Ca I      1342740785      6  5.0E-07 -10.7 0/0 5 
+  7513.16 |    7513.450  Ca I      1342743882      6  4.9E-07 -11.5 0/0 5 
   7513.16 |    7513.500  Ca I      1342731512      6  5.0E-07 -13.5 0/0 6 
   7513.16 |    7513.520  Ca I      1342724314      6  5.1E-07 -14.3 0/0 6 
   7513.16 |    7513.570  Ca I      1342737691      6  5.0E-07 -16.3 0/0 6 
   7513.43 |    7513.850  Ne II      672337993    262  3.9E-07 -16.8 3/0 8 
   7513.16 |    7513.645* Ca I      1342726373      6  5.0E-07 -19.3 0/0 7 
   7513.16 |    7513.770  Ca I      1342748012      6  4.9E-07 -24.3 0/0 7 
   7513.16 |    7513.875* Ca I      1342728430      6  5.0E-07 -28.4 0/0 8 
   7513.45 |    7514.200$ Ar I      1208136721      6  1.9E-06 -30.0 0/0 8 
   7513.45 |    7514.200$ Ar I      1208287253      5  1.9E-06 -30.0 0/0 8 
   7513.45 |    7514.200$ Ar I      1208288277      5  1.9E-06 -30.0 0/0 8 
   7513.44 |    7514.199  Fe I      1745321103      8  3.1E-05 -30.4 3/0 8 
   7513.16 |    7513.950  Ca I      1342746978      6  4.9E-07 -31.4 0/0 8 
   7513.16 |    7514.000  Ca I      1342753179      6  4.9E-07 -33.4 0/0 8 
   7513.45 |    7514.290  Cl II     1141982258      6  5.2E-07 -33.6 5/0 * 
   7513.43 |    7514.300  C  III     404903015      5  2.4E-06 -34.7 0/0 8 
   7513.43 |    7514.300  C  III     404904040      5  2.4E-06 -34.7 0/0 8 
   7513.45 |    7514.410  Si II]     940607505     22  6.3E-07 -38.4 4/0 * 
   7513.16 |    7514.130  Ca I      1342739759      6  5.0E-07 -38.6 0/0 8 
   7513.16 |    7514.150  Ca I      1342740786      6  5.0E-07 -39.4 0/0 8 
   7513.16 |    7514.250  Ca I      1342754225      6  4.9E-07 -43.4 0/0 8 
   7513.45 |    7514.600$ Ni II     1880678669      6  3.0E-06 -46.0 0/0 7 
   7513.44 |    7514.633$ Fe I      1745550527      7  2.8E-05 -47.7 0/0 6 
   7513.45 |    7514.651$ Ar I      1207970819      8  2.2E-06 -48.0 0/0 8 
   7513.45 | >  7515.831  Fe II     1745964084      7  2.1E-02 -95.1 4/0 0<

Observed Line:  7530.75  4.0E-04  S/N:    37.37 FWHM:  33.8
   7526.74 |    7526.100  Al II      873600045      5  4.9E-06  25.6 0/0 8 
   7526.72 |    7526.400  O  VII     543232062    261  2.3E-05  12.8 0/0 5C
+  7526.73 |    7526.480 [V  II]    1544607760     38  4.1E-05  10.0 1/0 5C
+  7526.72 |    7526.590  Ne III     673313894    262  7.8E-07   5.3 4/0 6 
+  7526.74 |    7526.610  Cr II     1611831410      6  2.8E-05   5.2 1/0 4A
+  7526.74 |    7526.640  Cr II     1612204378      6  1.3E-06   4.0 1/0 5C
+  7526.73 |    7526.677  Fe I      1745458346      8  2.9E-05   2.1 4/0 5C
+  7526.46 |    7526.460  Ca I      1342451725      6  1.8E-06  -0.2 1/0 5C
+  7526.74 |    7526.850  Fe II]    1746112670     22  2.5E-05  -4.3 2/0 5C
+  7526.74 |    7526.880  Fe II     1746440545      6  1.1E-04  -5.5 7/0 4A
+  7526.73 |    7526.920 [V  II]    1544572932     38  1.3E-04  -7.6 6/0 5C
   7526.72 |    7527.065  O  II      537989170    263  2.8E-06 -13.7 4/0 8 
   7526.46 |    7527.000  Ca I      1342704783      6  5.4E-07 -21.7 0/0 7 
   7526.73 |    7527.390 [Cr II]    1611720722     38  5.3E-04 -26.3 4/0 8 
   7526.74 |    7527.600 [Co III]   1814095915     53  9.3E-07 -34.2 0/0 8 
   7526.72 |    7527.620  O  II      537987116    262  2.8E-06 -35.8 7/0 * 
   7526.74 |    7527.840  Cr II     1612209495      6  1.3E-06 -43.8 7/0 * 
   7526.74 |    7528.007  Fe II     1746308386      7  1.4E-04 -50.4 8/0 8 
   7526.74 |    7528.070$ S  II     1075025042      6  2.6E-05 -53.0 0/0 7 
   7526.74 |    7528.080  Cr II]    1611761725     22  4.2E-06 -53.4 4/0 * 
   7526.73 | >  7528.360 [Cr II]    1611720723     54  5.3E-04 -64.9 */1 0< 7501.480 -58.2

Observed Line:  7633.14  3.4E-03  S/N:     4.30 FWHM:   7.6
   7629.06 |    7627.680* N  V       474000420      5  1.7E-06  54.2 0/0 8 
   7629.08 |    7628.090$ Ni II     1880621314      6  3.1E-06  38.8 0/0 8 
   7629.08 |    7628.179  N  I       469828630    263  6.5E-05  35.3 2/0 9 
   7629.06 |    7628.540  O  II      537987120    262  2.8E-06  20.4 9/0 8 
+  7629.08 |    7628.882$ Ar I      1208021006      8  1.9E-06   7.7 0/0 4B
+  7629.07 |    7629.068$ Si I       939687959      7  2.4E-05  -0.1 0/0 3A
+  7629.07 |    7629.378$ Si I       939686935      7  2.4E-05 -12.3 0/0 4B
   7629.08 |    7629.740  S  II     1074847776    262  2.7E-05 -26.1 2/0 8 
   7629.07 |    7629.890  Mg I       805437451      6  2.8E-05 -32.4 1/0 7D
   7629.07 |    7629.900  Fe I      1745390755      8  3.0E-05 -32.8 4/0 8 
   7629.07 |    7630.061  Fe I      1745512636      7  2.8E-05 -39.1 0/0 7D
   7629.06 |    7630.100  C  V       406912054      5  5.6E-06 -41.0 0/0 8 
   7629.08 |    7630.670  Cr II     1612228971      6  1.3E-06 -62.6 4/0 * 
   7629.08 |    7630.840$ Ni II     1880620290      6  3.1E-06 -69.3 0/0 8 
   7629.07 |    7630.840 [Cr II]    1611707405     38  8.4E-04 -69.7 7/0 7D
   7629.08 |    7631.050$ Ni II     1880576272      6  3.1E-06 -77.6 0/0 8 
   7629.07 | >  7631.720 [Cr II]    1611707406     38  8.4E-04-104.3 6/0 0<

Observed Line:  7641.99  4.1E-03  S/N:     4.64 FWHM:  16.9
+  7637.91 |    7637.539 [Fe II]    1745893378     39  4.6E-01  14.6 2/0 4A
   7637.92 | >  7640.140  Fe II     1746036835      7  3.4E-03 -87.1 5/0 0<

Observed Line:  7667.65  1.8E-03  S/N:    13.52 FWHM:  35.5
   7663.57 |    7662.550  Fe II     1746410844      6  1.1E-04  39.9 8/0 8 
   7663.56 |    7662.545$ Fe I      1745548483      7  2.8E-05  39.6 0/0 7 
   7663.56 |    7662.560 [Cr II]    1611702281     38  9.1E-04  39.0 7/0 8 
   7663.57 |    7662.890 [Mn III]   1679864872     38  4.5E-06  26.5 6/0 * 
   7663.55 |    7663.000  O  II      538153101    261  2.8E-06  21.5 3/0 9 
   7663.57 |    7663.090  Ni II     1880256604      6  5.4E-06  18.7 1/0 8 
   7663.57 |    7663.120  Mn II     1678906464      6  1.2E-05  17.5 5/0 7 
   7663.56 |    7663.240  Mg I       805433353      6  2.8E-05  12.4 2/0 7 
+  7663.57 |    7663.380$ Ni II     1880621321      6  3.1E-06   7.4 0/0 5B
+  7663.57 |    7663.445  O  I       537061525    263  4.4E-04   4.8 5/0 4A
+  7663.57 |    7663.600  Cr II     1612217700      6  1.3E-06  -1.3 2/0 6C
+  7663.57 |    7663.690  Cr II     1612221803      6  1.3E-06  -4.8 2/0 6C
   7663.57 |    7663.930  Fe II     1746427234      6  1.1E-04 -14.2 5/0 6C
   7663.57 |    7664.030  Ni II     1880598781      6  3.1E-06 -18.1 4/0 8 
   7663.56 |    7664.159  Fe I      1745195131      8  3.8E-05 -23.5 6/0 8 
   7663.56 |    7664.293  Fe I      1744951342      8  1.1E-04 -28.8 4/0 8 
   7663.57 |    7664.610  Cr II     1612214626      6  1.3E-06 -40.8 */0 * 
   7663.57 |    7664.700 [Cr IV]    1613774863     53  4.7E-06 -44.3 2/0 * 
   7663.57 |    7664.740  Cr II     1612066055      6  1.9E-06 -45.9 7/0 * 
